id,name,full_name,owner,description,language,topics,stargazers_count,forks_count,watchers_count,open_issues_count,created_at,updated_at,pushed_at,license,readme,languages_detail,fork,industry_code,industry_name,confidence,reasoning,owner_login
78,repo_78,dev_peru_012/repo_78,{'login': 'dev_peru_012'},A PHP project for industry K.,PHP,"['php', 'peru']",6,0,6,3,2024-05-30T00:00:00Z,2031-01-06T00:00:00Z,2030-04-16T00:00:00Z,,"# Repo 78
A demo project.",{'PHP': 10571},False,E,Water supply; sewerage,high,Synthetic classification.,dev_peru_012
79,repo_79,dev_peru_012/repo_79,{'login': 'dev_peru_012'},A C++ project for industry P.,C++,"['c++', 'peru']",6,2,6,4,2023-07-06T00:00:00Z,2030-11-29T00:00:00Z,2028-04-05T00:00:00Z,,"# Repo 79
A demo project.",{'C++': 1344},False,C,Manufacturing,high,Synthetic classification.,dev_peru_012
80,repo_80,dev_peru_012/repo_80,{'login': 'dev_peru_012'},A C++ project for industry E.,C++,"['c++', 'peru']",70,8,70,17,2025-07-18T00:00:00Z,2031-02-26T00:00:00Z,2029-10-29T00:00:00Z,{'name': 'MIT'},"# Repo 80
A demo project.",{'C++': 8286},False,J,Information and communication,high,Synthetic classification.,dev_peru_012
81,repo_81,dev_peru_012/repo_81,{'login': 'dev_peru_012'},A C++ project for industry H.,C++,"['c++', 'peru']",6,0,6,13,2022-03-02T00:00:00Z,2031-11-26T00:00:00Z,2029-12-26T00:00:00Z,,"# Repo 81
A demo project.",{'C++': 8265},False,P,Education,low,Synthetic classification.,dev_peru_012
82,repo_82,dev_peru_012/repo_82,{'login': 'dev_peru_012'},A Dart project for industry Q.,Dart,"['dart', 'peru']",5,0,5,18,2017-09-17T00:00:00Z,2031-01-22T00:00:00Z,2024-08-11T00:00:00Z,,"# Repo 82
A demo project.",{'Dart': 1102},False,T,Activities of households,medium,Synthetic classification.,dev_peru_012
83,repo_83,dev_peru_012/repo_83,{'login': 'dev_peru_012'},A Java project for industry F.,Java,"['java', 'peru']",48,11,48,2,2020-11-14T00:00:00Z,2033-12-06T00:00:00Z,2027-01-17T00:00:00Z,,"# Repo 83
A demo project.",{'Java': 35475},False,R,"Arts, entertainment and recreation",low,Synthetic classification.,dev_peru_012
84,repo_84,dev_peru_013/repo_84,{'login': 'dev_peru_013'},A Dart project for industry P.,Dart,"['dart', 'peru']",46,2,46,1,2022-02-16T00:00:00Z,2027-05-04T00:00:00Z,2027-03-10T00:00:00Z,,"# Repo 84
A demo project.",{'Dart': 2064},False,L,Real estate activities,high,Synthetic classification.,dev_peru_013
85,repo_85,dev_peru_013/repo_85,{'login': 'dev_peru_013'},A PHP project for industry U.,PHP,"['php', 'peru']",6,0,6,3,2023-08-27T00:00:00Z,2029-07-11T00:00:00Z,2031-03-31T00:00:00Z,{'name': 'MIT'},"# Repo 85
A demo project.",{'PHP': 9743},False,B,Mining and quarrying,medium,Synthetic classification.,dev_peru_013
86,repo_86,dev_peru_013/repo_86,{'login': 'dev_peru_013'},A Dart project for industry U.,Dart,"['dart', 'peru']",2,0,2,5,2024-04-24T00:00:00Z,2031-09-27T00:00:00Z,2030-09-05T00:00:00Z,,"# Repo 86
A demo project.",{'Dart': 46573},False,P,Education,low,Synthetic classification.,dev_peru_013
87,repo_87,dev_peru_013/repo_87,{'login': 'dev_peru_013'},A TypeScript project for industry C.,TypeScript,"['typescript', 'peru']",19,6,19,14,2015-06-01T00:00:00Z,2026-04-16T00:00:00Z,2025-04-05T00:00:00Z,,"# Repo 87
A demo project.",{'TypeScript': 14072},False,B,Mining and quarrying,medium,Synthetic classification.,dev_peru_013
88,repo_88,dev_peru_013/repo_88,{'login': 'dev_peru_013'},A C++ project for industry R.,C++,"['c++', 'peru']",1,0,1,15,2017-11-03T00:00:00Z,2023-05-30T00:00:00Z,2031-06-13T00:00:00Z,{'name': 'MIT'},"# Repo 88
A demo project.",{'C++': 19750},False,L,Real estate activities,high,Synthetic classification.,dev_peru_013
89,repo_89,dev_peru_013/repo_89,{'login': 'dev_peru_013'},A Swift project for industry I.,Swift,"['swift', 'peru']",11,3,11,3,2023-12-19T00:00:00Z,2027-02-16T00:00:00Z,2027-11-25T00:00:00Z,{'name': 'MIT'},"# Repo 89
A demo project.",{'Swift': 49713},False,O,Public administration and defense,medium,Synthetic classification.,dev_peru_013
90,repo_90,dev_peru_013/repo_90,{'login': 'dev_peru_013'},A PHP project for industry P.,PHP,"['php', 'peru']",0,0,0,15,2019-02-13T00:00:00Z,2033-05-13T00:00:00Z,2031-12-10T00:00:00Z,{'name': 'MIT'},"# Repo 90
A demo project.",{'PHP': 6414},False,N,Administrative and support activities,high,Synthetic classification.,dev_peru_013
91,repo_91,dev_peru_013/repo_91,{'login': 'dev_peru_013'},A R project for industry F.,R,"['r', 'peru']",2,0,2,17,2018-04-18T00:00:00Z,2026-08-08T00:00:00Z,2024-02-25T00:00:00Z,,"# Repo 91
A demo project.",{'R': 44314},False,J,Information and communication,medium,Synthetic classification.,dev_peru_013
92,repo_92,dev_peru_013/repo_92,{'login': 'dev_peru_013'},A Kotlin project for industry N.,Kotlin,"['kotlin', 'peru']",2,0,2,5,2022-09-26T00:00:00Z,2027-12-24T00:00:00Z,2026-12-10T00:00:00Z,,"# Repo 92
A demo project.",{'Kotlin': 48632},False,L,Real estate activities,low,Synthetic classification.,dev_peru_013
93,repo_93,dev_peru_014/repo_93,{'login': 'dev_peru_014'},A C++ project for industry B.,C++,"['c++', 'peru']",27,7,27,2,2022-07-12T00:00:00Z,2030-02-24T00:00:00Z,2027-07-22T00:00:00Z,,"# Repo 93
A demo project.",{'C++': 45525},False,F,Construction,high,Synthetic classification.,dev_peru_014
94,repo_94,dev_peru_014/repo_94,{'login': 'dev_peru_014'},A TypeScript project for industry O.,TypeScript,"['typescript', 'peru']",8,2,8,1,2016-06-01T00:00:00Z,2023-10-03T00:00:00Z,2025-08-24T00:00:00Z,{'name': 'MIT'},"# Repo 94
A demo project.",{'TypeScript': 25007},False,L,Real estate activities,medium,Synthetic classification.,dev_peru_014
95,repo_95,dev_peru_014/repo_95,{'login': 'dev_peru_014'},A Go project for industry E.,Go,"['go', 'peru']",75,4,75,14,2025-08-22T00:00:00Z,2027-02-28T00:00:00Z,2027-03-04T00:00:00Z,,"# Repo 95
A demo project.",{'Go': 6038},False,S,Other service activities,high,Synthetic classification.,dev_peru_014
96,repo_96,dev_peru_014/repo_96,{'login': 'dev_peru_014'},A Dart project for industry K.,Dart,"['dart', 'peru']",8,1,8,20,2018-02-15T00:00:00Z,2025-10-19T00:00:00Z,2033-10-09T00:00:00Z,,"# Repo 96
A demo project.",{'Dart': 49213},False,F,Construction,medium,Synthetic classification.,dev_peru_014
97,repo_97,dev_peru_014/repo_97,{'login': 'dev_peru_014'},A Dart project for industry R.,Dart,"['dart', 'peru']",12,2,12,3,2017-12-08T00:00:00Z,2031-09-10T00:00:00Z,2025-12-02T00:00:00Z,{'name': 'MIT'},"# Repo 97
A demo project.",{'Dart': 15062},False,T,Activities of households,medium,Synthetic classification.,dev_peru_014
98,repo_98,dev_peru_014/repo_98,{'login': 'dev_peru_014'},A C# project for industry P.,C#,"['c#', 'peru']",2,0,2,6,2016-05-17T00:00:00Z,2024-07-09T00:00:00Z,2032-07-25T00:00:00Z,,"# Repo 98
A demo project.",{'C#': 12315},False,O,Public administration and defense,high,Synthetic classification.,dev_peru_014
99,repo_99,dev_peru_014/repo_99,{'login': 'dev_peru_014'},A Rust project for industry K.,Rust,"['rust', 'peru']",19,5,19,11,2022-12-16T00:00:00Z,2023-09-23T00:00:00Z,2029-03-02T00:00:00Z,{'name': 'MIT'},"# Repo 99
A demo project.",{'Rust': 20657},False,F,Construction,low,Synthetic classification.,dev_peru_014
100,repo_100,dev_peru_015/repo_100,{'login': 'dev_peru_015'},A C# project for industry L.,C#,"['c#', 'peru']",28,7,28,16,2017-07-07T00:00:00Z,2024-05-12T00:00:00Z,2025-04-03T00:00:00Z,{'name': 'MIT'},"# Repo 100
A demo project.",{'C#': 16514},False,P,Education,high,Synthetic classification.,dev_peru_015
101,repo_101,dev_peru_015/repo_101,{'login': 'dev_peru_015'},A PHP project for industry L.,PHP,"['php', 'peru']",85,20,85,14,2024-01-05T00:00:00Z,2029-03-09T00:00:00Z,2024-06-15T00:00:00Z,{'name': 'MIT'},"# Repo 101
A demo project.",{'PHP': 6650},False,C,Manufacturing,medium,Synthetic classification.,dev_peru_015
102,repo_102,dev_peru_015/repo_102,{'login': 'dev_peru_015'},A R project for industry P.,R,"['r', 'peru']",36,14,36,16,2019-08-10T00:00:00Z,2031-08-17T00:00:00Z,2027-08-05T00:00:00Z,{'name': 'MIT'},"# Repo 102
A demo project.",{'R': 5833},False,E,Water supply; sewerage,medium,Synthetic classification.,dev_peru_015
103,repo_103,dev_peru_015/repo_103,{'login': 'dev_peru_015'},A Ruby project for industry O.,Ruby,"['ruby', 'peru']",2,0,2,16,2018-11-12T00:00:00Z,2024-06-09T00:00:00Z,2032-11-05T00:00:00Z,{'name': 'MIT'},"# Repo 103
A demo project.",{'Ruby': 37130},False,U,Extraterritorial organizations,low,Synthetic classification.,dev_peru_015
104,repo_104,dev_peru_015/repo_104,{'login': 'dev_peru_015'},A TypeScript project for industry E.,TypeScript,"['typescript', 'peru']",8,2,8,13,2020-08-21T00:00:00Z,2033-03-19T00:00:00Z,2032-09-26T00:00:00Z,,"# Repo 104
A demo project.",{'TypeScript': 9137},False,Q,Human health and social work,high,Synthetic classification.,dev_peru_015
105,repo_105,dev_peru_015/repo_105,{'login': 'dev_peru_015'},A C++ project for industry K.,C++,"['c++', 'peru']",12,1,12,7,2018-11-18T00:00:00Z,2033-08-16T00:00:00Z,2033-07-20T00:00:00Z,{'name': 'MIT'},"# Repo 105
A demo project.",{'C++': 19615},False,C,Manufacturing,medium,Synthetic classification.,dev_peru_015
106,repo_106,dev_peru_015/repo_106,{'login': 'dev_peru_015'},A Java project for industry R.,Java,"['java', 'peru']",17,4,17,8,2016-05-27T00:00:00Z,2030-01-04T00:00:00Z,2026-05-25T00:00:00Z,{'name': 'MIT'},"# Repo 106
A demo project.",{'Java': 7122},False,Q,Human health and social work,low,Synthetic classification.,dev_peru_015
107,repo_107,dev_peru_015/repo_107,{'login': 'dev_peru_015'},A TypeScript project for industry S.,TypeScript,"['typescript', 'peru']",53,13,53,4,2016-12-02T00:00:00Z,2030-05-22T00:00:00Z,2030-01-01T00:00:00Z,{'name': 'MIT'},"# Repo 107
A demo project.",{'TypeScript': 40658},False,K,Financial and insurance activities,low,Synthetic classification.,dev_peru_015
108,repo_108,dev_peru_015/repo_108,{'login': 'dev_peru_015'},A Python project for industry A.,Python,"['python', 'peru']",6,2,6,2,2015-07-06T00:00:00Z,2033-08-21T00:00:00Z,2030-03-12T00:00:00Z,{'name': 'MIT'},"# Repo 108
A demo project.",{'Python': 18344},False,U,Extraterritorial organizations,high,Synthetic classification.,dev_peru_015
109,repo_109,dev_peru_015/repo_109,{'login': 'dev_peru_015'},A Rust project for industry T.,Rust,"['rust', 'peru']",21,5,21,20,2015-05-05T00:00:00Z,2028-08-01T00:00:00Z,2032-12-20T00:00:00Z,{'name': 'MIT'},"# Repo 109
A demo project.",{'Rust': 19983},False,U,Extraterritorial organizations,medium,Synthetic classification.,dev_peru_015
110,repo_110,dev_peru_015/repo_110,{'login': 'dev_peru_015'},A Kotlin project for industry M.,Kotlin,"['kotlin', 'peru']",37,5,37,9,2020-02-01T00:00:00Z,2023-10-26T00:00:00Z,2030-09-21T00:00:00Z,,"# Repo 110
A demo project.",{'Kotlin': 29809},False,N,Administrative and support activities,medium,Synthetic classification.,dev_peru_015
111,repo_111,dev_peru_015/repo_111,{'login': 'dev_peru_015'},A Kotlin project for industry T.,Kotlin,"['kotlin', 'peru']",32,3,32,4,2018-07-04T00:00:00Z,2032-08-29T00:00:00Z,2031-01-21T00:00:00Z,,"# Repo 111
A demo project.",{'Kotlin': 23634},False,M,"Professional, scientific activities",high,Synthetic classification.,dev_peru_015
112,repo_112,dev_peru_016/repo_112,{'login': 'dev_peru_016'},A Dart project for industry K.,Dart,"['dart', 'peru']",0,0,0,7,2020-03-25T00:00:00Z,2024-05-16T00:00:00Z,2025-12-31T00:00:00Z,,"# Repo 112
A demo project.",{'Dart': 10232},False,D,"Electricity, gas, steam supply",high,Synthetic classification.,dev_peru_016
113,repo_113,dev_peru_016/repo_113,{'login': 'dev_peru_016'},A C++ project for industry T.,C++,"['c++', 'peru']",14,5,14,13,2017-10-13T00:00:00Z,2033-10-18T00:00:00Z,2032-09-14T00:00:00Z,{'name': 'MIT'},"# Repo 113
A demo project.",{'C++': 22458},False,S,Other service activities,low,Synthetic classification.,dev_peru_016
114,repo_114,dev_peru_016/repo_114,{'login': 'dev_peru_016'},A PHP project for industry F.,PHP,"['php', 'peru']",31,3,31,15,2020-10-09T00:00:00Z,2028-03-27T00:00:00Z,2028-08-04T00:00:00Z,{'name': 'MIT'},"# Repo 114
A demo project.",{'PHP': 33595},False,A,"Agriculture, forestry and fishing",high,Synthetic classification.,dev_peru_016
115,repo_115,dev_peru_016/repo_115,{'login': 'dev_peru_016'},A R project for industry H.,R,"['r', 'peru']",0,0,0,6,2021-07-17T00:00:00Z,2026-12-16T00:00:00Z,2023-07-19T00:00:00Z,,"# Repo 115
A demo project.",{'R': 33433},False,T,Activities of households,low,Synthetic classification.,dev_peru_016
116,repo_116,dev_peru_016/repo_116,{'login': 'dev_peru_016'},A Ruby project for industry R.,Ruby,"['ruby', 'peru']",36,7,36,0,2024-07-02T00:00:00Z,2024-03-16T00:00:00Z,2027-11-01T00:00:00Z,,"# Repo 116
A demo project.",{'Ruby': 18332},False,L,Real estate activities,medium,Synthetic classification.,dev_peru_016
117,repo_117,dev_peru_016/repo_117,{'login': 'dev_peru_016'},A PHP project for industry B.,PHP,"['php', 'peru']",8,0,8,18,2021-04-20T00:00:00Z,2025-03-08T00:00:00Z,2027-01-24T00:00:00Z,{'name': 'MIT'},"# Repo 117
A demo project.",{'PHP': 5818},False,M,"Professional, scientific activities",low,Synthetic classification.,dev_peru_016
118,repo_118,dev_peru_017/repo_118,{'login': 'dev_peru_017'},A Rust project for industry T.,Rust,"['rust', 'peru']",9,2,9,19,2016-05-01T00:00:00Z,2024-06-11T00:00:00Z,2033-12-07T00:00:00Z,,"# Repo 118
A demo project.",{'Rust': 25457},False,K,Financial and insurance activities,low,Synthetic classification.,dev_peru_017
119,repo_119,dev_peru_017/repo_119,{'login': 'dev_peru_017'},A PHP project for industry G.,PHP,"['php', 'peru']",14,4,14,19,2020-09-16T00:00:00Z,2027-07-03T00:00:00Z,2028-08-10T00:00:00Z,,"# Repo 119
A demo project.",{'PHP': 3550},False,E,Water supply; sewerage,low,Synthetic classification.,dev_peru_017
120,repo_120,dev_peru_017/repo_120,{'login': 'dev_peru_017'},A PHP project for industry Q.,PHP,"['php', 'peru']",0,0,0,14,2016-09-02T00:00:00Z,2029-10-19T00:00:00Z,2033-01-06T00:00:00Z,{'name': 'MIT'},"# Repo 120
A demo project.",{'PHP': 22493},False,T,Activities of households,medium,Synthetic classification.,dev_peru_017
121,repo_121,dev_peru_017/repo_121,{'login': 'dev_peru_017'},A TypeScript project for industry T.,TypeScript,"['typescript', 'peru']",7,1,7,9,2021-08-28T00:00:00Z,2026-10-09T00:00:00Z,2028-09-08T00:00:00Z,{'name': 'MIT'},"# Repo 121
A demo project.",{'TypeScript': 35887},False,P,Education,low,Synthetic classification.,dev_peru_017
122,repo_122,dev_peru_017/repo_122,{'login': 'dev_peru_017'},A Go project for industry A.,Go,"['go', 'peru']",8,1,8,11,2018-09-18T00:00:00Z,2030-07-22T00:00:00Z,2024-03-24T00:00:00Z,{'name': 'MIT'},"# Repo 122
A demo project.",{'Go': 39253},False,J,Information and communication,low,Synthetic classification.,dev_peru_017
123,repo_123,dev_peru_017/repo_123,{'login': 'dev_peru_017'},A Swift project for industry A.,Swift,"['swift', 'peru']",5,1,5,19,2020-04-27T00:00:00Z,2025-12-23T00:00:00Z,2033-11-05T00:00:00Z,{'name': 'MIT'},"# Repo 123
A demo project.",{'Swift': 38910},False,S,Other service activities,high,Synthetic classification.,dev_peru_017
124,repo_124,dev_peru_017/repo_124,{'login': 'dev_peru_017'},A C# project for industry P.,C#,"['c#', 'peru']",17,1,17,5,2020-11-17T00:00:00Z,2030-01-20T00:00:00Z,2031-02-01T00:00:00Z,{'name': 'MIT'},"# Repo 124
A demo project.",{'C#': 25916},False,E,Water supply; sewerage,low,Synthetic classification.,dev_peru_017
125,repo_125,dev_peru_017/repo_125,{'login': 'dev_peru_017'},A Java project for industry D.,Java,"['java', 'peru']",1,0,1,6,2015-03-19T00:00:00Z,2027-12-12T00:00:00Z,2026-07-08T00:00:00Z,,"# Repo 125
A demo project.",{'Java': 28063},False,G,Wholesale and retail trade,medium,Synthetic classification.,dev_peru_017
126,repo_126,dev_peru_018/repo_126,{'login': 'dev_peru_018'},A Rust project for industry P.,Rust,"['rust', 'peru']",9,2,9,1,2022-11-30T00:00:00Z,2024-07-19T00:00:00Z,2028-10-25T00:00:00Z,,"# Repo 126
A demo project.",{'Rust': 22302},False,P,Education,low,Synthetic classification.,dev_peru_018
127,repo_127,dev_peru_018/repo_127,{'login': 'dev_peru_018'},A R project for industry F.,R,"['r', 'peru']",27,4,27,14,2025-03-25T00:00:00Z,2028-12-23T00:00:00Z,2026-11-03T00:00:00Z,{'name': 'MIT'},"# Repo 127
A demo project.",{'R': 45293},False,U,Extraterritorial organizations,low,Synthetic classification.,dev_peru_018
128,repo_128,dev_peru_018/repo_128,{'login': 'dev_peru_018'},A C++ project for industry G.,C++,"['c++', 'peru']",12,3,12,7,2018-02-16T00:00:00Z,2029-04-04T00:00:00Z,2026-05-07T00:00:00Z,,"# Repo 128
A demo project.",{'C++': 20504},False,J,Information and communication,low,Synthetic classification.,dev_peru_018
129,repo_129,dev_peru_018/repo_129,{'login': 'dev_peru_018'},A Java project for industry P.,Java,"['java', 'peru']",32,9,32,10,2020-05-19T00:00:00Z,2026-11-29T00:00:00Z,2029-04-14T00:00:00Z,{'name': 'MIT'},"# Repo 129
A demo project.",{'Java': 48294},False,I,Accommodation and food services,medium,Synthetic classification.,dev_peru_018
130,repo_130,dev_peru_018/repo_130,{'login': 'dev_peru_018'},A JavaScript project for industry R.,JavaScript,"['javascript', 'peru']",3,0,3,12,2025-01-17T00:00:00Z,2027-06-05T00:00:00Z,2032-03-06T00:00:00Z,,"# Repo 130
A demo project.",{'JavaScript': 10599},False,J,Information and communication,high,Synthetic classification.,dev_peru_018
131,repo_131,dev_peru_018/repo_131,{'login': 'dev_peru_018'},A C++ project for industry C.,C++,"['c++', 'peru']",22,8,22,11,2025-05-12T00:00:00Z,2027-12-17T00:00:00Z,2030-05-10T00:00:00Z,,"# Repo 131
A demo project.",{'C++': 32396},False,G,Wholesale and retail trade,high,Synthetic classification.,dev_peru_018
132,repo_132,dev_peru_018/repo_132,{'login': 'dev_peru_018'},A Swift project for industry R.,Swift,"['swift', 'peru']",9,2,9,8,2016-07-16T00:00:00Z,2024-03-23T00:00:00Z,2029-11-26T00:00:00Z,{'name': 'MIT'},"# Repo 132
A demo project.",{'Swift': 16681},False,H,Transportation and storage,high,Synthetic classification.,dev_peru_018
133,repo_133,dev_peru_018/repo_133,{'login': 'dev_peru_018'},A Ruby project for industry H.,Ruby,"['ruby', 'peru']",24,8,24,20,2017-08-11T00:00:00Z,2023-08-04T00:00:00Z,2024-02-15T00:00:00Z,,"# Repo 133
A demo project.",{'Ruby': 48012},False,P,Education,high,Synthetic classification.,dev_peru_018
134,repo_134,dev_peru_018/repo_134,{'login': 'dev_peru_018'},A Ruby project for industry A.,Ruby,"['ruby', 'peru']",7,2,7,17,2025-06-02T00:00:00Z,2024-10-08T00:00:00Z,2027-07-25T00:00:00Z,{'name': 'MIT'},"# Repo 134
A demo project.",{'Ruby': 32175},False,P,Education,low,Synthetic classification.,dev_peru_018
135,repo_135,dev_peru_019/repo_135,{'login': 'dev_peru_019'},A Rust project for industry K.,Rust,"['rust', 'peru']",8,3,8,9,2022-03-30T00:00:00Z,2023-08-31T00:00:00Z,2033-03-07T00:00:00Z,{'name': 'MIT'},"# Repo 135
A demo project.",{'Rust': 43749},False,S,Other service activities,high,Synthetic classification.,dev_peru_019
136,repo_136,dev_peru_019/repo_136,{'login': 'dev_peru_019'},A Dart project for industry B.,Dart,"['dart', 'peru']",33,10,33,5,2019-09-08T00:00:00Z,2032-11-22T00:00:00Z,2032-05-23T00:00:00Z,,"# Repo 136
A demo project.",{'Dart': 3381},False,M,"Professional, scientific activities",medium,Synthetic classification.,dev_peru_019
137,repo_137,dev_peru_019/repo_137,{'login': 'dev_peru_019'},A TypeScript project for industry J.,TypeScript,"['typescript', 'peru']",9,3,9,1,2015-02-07T00:00:00Z,2026-05-07T00:00:00Z,2029-05-15T00:00:00Z,{'name': 'MIT'},"# Repo 137
A demo project.",{'TypeScript': 22957},False,J,Information and communication,medium,Synthetic classification.,dev_peru_019
138,repo_138,dev_peru_019/repo_138,{'login': 'dev_peru_019'},A Ruby project for industry P.,Ruby,"['ruby', 'peru']",8,1,8,4,2024-07-17T00:00:00Z,2028-08-27T00:00:00Z,2028-04-01T00:00:00Z,,"# Repo 138
A demo project.",{'Ruby': 8382},False,K,Financial and insurance activities,high,Synthetic classification.,dev_peru_019
139,repo_139,dev_peru_020/repo_139,{'login': 'dev_peru_020'},A Kotlin project for industry F.,Kotlin,"['kotlin', 'peru']",4,1,4,0,2023-04-06T00:00:00Z,2026-10-12T00:00:00Z,2031-11-13T00:00:00Z,,"# Repo 139
A demo project.",{'Kotlin': 45197},False,G,Wholesale and retail trade,high,Synthetic classification.,dev_peru_020
